"recording_id","station_id","recording_date","recording_time","recording_file_path","annotation_file_path","ARU","file_name","local_directory","server_directory_name","server_directory_URL","hard_drive_directory","second_recording","third_recording","fourth_recording","commune","lon","lat","recorder","habitat","comment","altitude","week_number","hard_drive_recording_file_path","hard_drive_second_recording_file_path","hard_drive_third_recording_file_path","hard_drive_fourth_recording_file_path"
181,1001,2022-06-03,"00:00:00","Sites démonstrateurs/1001/SMM00803_20220603_000000.wav","Sites démonstrateurs/1001/SMM00803_20220603_000000_labels.txt","SMMicro","SMM00803_20220603_000000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_001500.wav","SMM00803_20220603_003000.wav","SMM00803_20220603_004500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_004500.wav"
182,1001,2022-06-03,"07:00:00","Sites démonstrateurs/1001/SMM00803_20220603_070000.wav","Sites démonstrateurs/1001/SMM00803_20220603_070000_labels.txt","SMMicro","SMM00803_20220603_070000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_071500.wav","SMM00803_20220603_073000.wav","SMM00803_20220603_074500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_074500.wav"
183,1001,2022-06-03,"13:00:00","Sites démonstrateurs/1001/SMM00803_20220603_130000.wav","Sites démonstrateurs/1001/SMM00803_20220603_130000_labels.txt","SMMicro","SMM00803_20220603_130000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_131500.wav","SMM00803_20220603_133000.wav","SMM00803_20220603_134500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_134500.wav"
184,1002,2022-06-15,"00:00:00","Sites démonstrateurs/1002/SMM00674_20220615_000000.wav","Sites démonstrateurs/1002/SMM00674_20220615_000000_labels.txt","SMMicro","SMM00674_20220615_000000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_001500.wav","SMM00674_20220615_003000.wav","SMM00674_20220615_004500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_004500.wav"
185,1002,2022-06-15,"07:00:00","Sites démonstrateurs/1002/SMM00674_20220615_070000.wav","Sites démonstrateurs/1002/SMM00674_20220615_070000_labels.txt","SMMicro","SMM00674_20220615_070000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_071500.wav","SMM00674_20220615_073000.wav","SMM00674_20220615_074500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_074500.wav"
186,1002,2022-06-15,"13:00:00","Sites démonstrateurs/1002/SMM00674_20220615_130000.wav","Sites démonstrateurs/1002/SMM00674_20220615_130000_labels.txt","SMMicro","SMM00674_20220615_130000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_131500.wav","SMM00674_20220615_133000.wav","SMM00674_20220615_134500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_134500.wav"
187,1003,2022-06-17,"00:00:00","Sites démonstrateurs/1003/SMM00685_20220617_000000.wav","Sites démonstrateurs/1003/SMM00685_20220617_000000_labels.txt","SMMicro","SMM00685_20220617_000000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_001500.wav","SMM00685_20220617_003000.wav","SMM00685_20220617_004500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_004500.wav"
188,1003,2022-06-17,"07:00:00","Sites démonstrateurs/1003/SMM00685_20220617_070000.wav","Sites démonstrateurs/1003/SMM00685_20220617_070000_labels.txt","SMMicro","SMM00685_20220617_070000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_071500.wav","SMM00685_20220617_073000.wav","SMM00685_20220617_074500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_074500.wav"
189,1003,2022-06-17,"13:00:00","Sites démonstrateurs/1003/SMM00685_20220617_130000.wav","Sites démonstrateurs/1003/SMM00685_20220617_130000_labels.txt","SMMicro","SMM00685_20220617_130000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_131500.wav","SMM00685_20220617_133000.wav","SMM00685_20220617_134500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_134500.wav"
190,2001,2022-05-22,"00:00:00","SpatialTreeP/2001/SMA06988_20220522_235702.wav","SpatialTreeP/2001/SMA06988_20220522_235702_labels.txt","SMMini","SMA06988_20220522_235702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_005702.wav","SMA06988_20220523_015702.wav","SMA06988_20220523_025702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220522_235702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_005702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_015702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_025702.wav"
191,2001,2022-05-23,"07:00:00","SpatialTreeP/2001/SMA06988_20220523_065702.wav","SpatialTreeP/2001/SMA06988_20220523_065702_labels.txt","SMMini","SMA06988_20220523_065702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_075702.wav","SMA06988_20220523_085702.wav","SMA06988_20220523_095702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,21,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_065702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_075702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_085702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_095702.wav"
192,2001,2022-05-23,"13:00:00","SpatialTreeP/2001/SMA06988_20220523_125702.wav","SpatialTreeP/2001/SMA06988_20220523_125702_labels.txt","SMMini","SMA06988_20220523_125702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_135702.wav","SMA06988_20220523_145702.wav","SMA06988_20220523_155702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,21,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_125702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_135702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_145702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_155702.wav"
193,2002,2022-05-21,"00:00:00","SpatialTreeP/2002/SMA07142_20220521_235402.wav","SpatialTreeP/2002/SMA07142_20220521_235402_labels.txt","SMMini","SMA07142_20220521_235402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_005402.wav","SMA07142_20220522_015402.wav","SMA07142_20220522_025402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220521_235402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_005402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_015402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_025402.wav"
194,2002,2022-05-22,"07:00:00","SpatialTreeP/2002/SMA07142_20220522_065402.wav","SpatialTreeP/2002/SMA07142_20220522_065402_labels.txt","SMMini","SMA07142_20220522_065402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_075402.wav","SMA07142_20220522_085402.wav","SMA07142_20220522_095402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_065402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_075402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_085402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_095402.wav"
195,2002,2022-05-22,"13:00:00","SpatialTreeP/2002/SMA07142_20220522_125402.wav","SpatialTreeP/2002/SMA07142_20220522_125402_labels.txt","SMMini","SMA07142_20220522_125402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_135402.wav","SMA07142_20220522_145402.wav","SMA07142_20220522_155402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_125402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_135402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_145402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_155402.wav"
196,2003,2022-06-21,"00:00:00","SpatialTreeP/2003/SMA04564_20220621_235802.wav","SpatialTreeP/2003/SMA04564_20220621_235802_labels.txt","SMMini","SMA04564_20220621_235802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_005802.wav","SMA04564_20220622_015802.wav","SMA04564_20220622_025802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220621_235802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_005802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_015802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_025802.wav"
197,2003,2022-06-22,"07:00:00","SpatialTreeP/2003/SMA04564_20220622_065802.wav","SpatialTreeP/2003/SMA04564_20220622_065802_labels.txt","SMMini","SMA04564_20220622_065802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_075802.wav","SMA04564_20220622_085802.wav","SMA04564_20220622_095802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_065802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_075802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_085802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_095802.wav"
198,2003,2022-06-22,"13:00:00","SpatialTreeP/2003/SMA04564_20220622_125802.wav","SpatialTreeP/2003/SMA04564_20220622_125802_labels.txt","SMMini","SMA04564_20220622_125802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_135802.wav","SMA04564_20220622_145802.wav","SMA04564_20220622_155802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_125802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_135802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_145802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_155802.wav"
