"recording_id","station_id","recording_date","recording_time","file_name","recording_file_path","annotation_file_path"
1,100,2021-05-04,"00:00:00","S4A10950_20210504_000000.wav","Aurignac/100/S4A10950_20210504_000000.wav","Aurignac/100/S4A10950_20210504_000000_labels.txt"
2,100,2021-05-04,"07:00:00","S4A10950_20210504_070000.wav","Aurignac/100/S4A10950_20210504_070000.wav","Aurignac/100/S4A10950_20210504_070000_labels.txt"
3,100,2021-05-04,"13:00:00","S4A10950_20210504_130000.wav","Aurignac/100/S4A10950_20210504_130000.wav","Aurignac/100/S4A10950_20210504_130000_labels.txt"
4,108,2021-05-05,"13:00:00","S4A10954_20210505_130000.wav","Aurignac/108/S4A10954_20210505_130000.wav","Aurignac/108/S4A10954_20210505_130000_labels.txt"
5,108,2021-05-06,"00:00:00","S4A10954_20210506_000000.wav","Aurignac/108/S4A10954_20210506_000000.wav","Aurignac/108/S4A10954_20210506_000000_labels.txt"
6,108,2021-05-06,"07:00:00","S4A10954_20210506_070000.wav","Aurignac/108/S4A10954_20210506_070000.wav","Aurignac/108/S4A10954_20210506_070000_labels.txt"
7,109,2020-05-28,"00:00:00","S4A10922_20200528_000000.wav","Aurignac/109/S4A10922_20200528_000000.wav","Aurignac/109/S4A10922_20200528_000000_labels.txt"
8,109,2020-05-28,"07:00:00","S4A10922_20200528_070000.wav","Aurignac/109/S4A10922_20200528_070000.wav","Aurignac/109/S4A10922_20200528_070000_labels.txt"
9,109,2020-05-28,"13:00:00","S4A10922_20200528_130000.wav","Aurignac/109/S4A10922_20200528_130000.wav","Aurignac/109/S4A10922_20200528_130000_labels.txt"
10,116,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/116/20200528_130000.wav","Aurignac/116/20200528_130000_labels.txt"
11,116,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/116/20200529_000000.wav","Aurignac/116/20200529_000000_labels.txt"
12,116,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/116/20200529_070000.wav","Aurignac/116/20200529_070000_labels.txt"
13,121,2019-04-22,"13:00:00","S4A08058_20190422_130000.wav","Aurignac/121/S4A08058_20190422_130000.wav","Aurignac/121/S4A08058_20190422_130000_labels.txt"
14,121,2019-04-23,"00:00:00","S4A08058_20190423_000000.wav","Aurignac/121/S4A08058_20190423_000000.wav","Aurignac/121/S4A08058_20190423_000000_labels.txt"
15,121,2019-04-23,"07:00:00","S4A08058_20190423_070000.wav","Aurignac/121/S4A08058_20190423_070000.wav","Aurignac/121/S4A08058_20190423_070000_labels.txt"
16,124,2021-05-05,"00:00:00","S4A10922_20210505_000000.wav","Aurignac/124/S4A10922_20210505_000000.wav","Aurignac/124/S4A10922_20210505_000000_labels.txt"
17,124,2021-05-05,"07:00:00","S4A10922_20210505_070000.wav","Aurignac/124/S4A10922_20210505_070000.wav","Aurignac/124/S4A10922_20210505_070000_labels.txt"
18,124,2021-05-05,"13:00:00","S4A10922_20210505_130000.wav","Aurignac/124/S4A10922_20210505_130000.wav","Aurignac/124/S4A10922_20210505_130000_labels.txt"
19,137,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/137/20200528_000000.wav","Aurignac/137/20200528_000000_labels.txt"
20,137,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/137/20200528_070000.wav","Aurignac/137/20200528_070000_labels.txt"
21,137,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/137/20200528_130000.wav","Aurignac/137/20200528_130000_labels.txt"
22,138,2021-05-03,"00:00:00","S4A10954_20210503_000000.wav","Aurignac/138/S4A10954_20210503_000000.wav","Aurignac/138/S4A10954_20210503_000000_labels.txt"
23,138,2021-05-03,"07:00:00","S4A10954_20210503_070000.wav","Aurignac/138/S4A10954_20210503_070000.wav","Aurignac/138/S4A10954_20210503_070000_labels.txt"
24,138,2021-05-03,"13:00:00","S4A10954_20210503_130000.wav","Aurignac/138/S4A10954_20210503_130000.wav","Aurignac/138/S4A10954_20210503_130000_labels.txt"
25,139,2019-04-23,"00:00:00","S4A08064_20190423_000000.wav","Aurignac/139/S4A08064_20190423_000000.wav","Aurignac/139/S4A08064_20190423_000000_labels.txt"
26,139,2019-04-23,"07:00:00","S4A08064_20190423_070000.wav","Aurignac/139/S4A08064_20190423_070000.wav","Aurignac/139/S4A08064_20190423_070000_labels.txt"
27,139,2019-04-23,"13:00:00","S4A08064_20190423_130000.wav","Aurignac/139/S4A08064_20190423_130000.wav","Aurignac/139/S4A08064_20190423_130000_labels.txt"
28,14,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/14/20200528_130000.wav","Aurignac/14/20200528_130000_labels.txt"
29,14,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/14/20200529_000000.wav","Aurignac/14/20200529_000000_labels.txt"
30,14,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/14/20200529_070000.wav","Aurignac/14/20200529_070000_labels.txt"
31,145,2019-04-24,"13:00:00","S4A08058_20190424_130000.wav","Aurignac/145/S4A08058_20190424_130000.wav","Aurignac/145/S4A08058_20190424_130000_labels.txt"
32,145,2019-04-25,"00:00:00","S4A08058_20190425_000000.wav","Aurignac/145/S4A08058_20190425_000000.wav","Aurignac/145/S4A08058_20190425_000000_labels.txt"
33,145,2019-04-25,"07:00:00","S4A08058_20190425_070000.wav","Aurignac/145/S4A08058_20190425_070000.wav","Aurignac/145/S4A08058_20190425_070000_labels.txt"
34,154,2019-06-17,"00:00:00","S4A10950_20190617_000000.wav","Aurignac/154/S4A10950_20190617_000000.wav","Aurignac/154/S4A10950_20190617_000000_labels.txt"
35,154,2019-06-17,"07:00:00","S4A10950_20190617_070000.wav","Aurignac/154/S4A10950_20190617_070000.wav","Aurignac/154/S4A10950_20190617_070000_labels.txt"
36,154,2019-06-17,"13:00:00","S4A10950_20190617_130000.wav","Aurignac/154/S4A10950_20190617_130000.wav","Aurignac/154/S4A10950_20190617_130000_labels.txt"
37,155,2021-06-09,"00:00:00","S4A09568_20210609_000000.wav","Aurignac/155/S4A09568_20210609_000000.wav","Aurignac/155/S4A09568_20210609_000000_labels.txt"
38,155,2021-06-09,"07:00:00","S4A09568_20210609_070000.wav","Aurignac/155/S4A09568_20210609_070000.wav","Aurignac/155/S4A09568_20210609_070000_labels.txt"
39,155,2021-06-09,"13:00:00","S4A09568_20210609_130000.wav","Aurignac/155/S4A09568_20210609_130000.wav","Aurignac/155/S4A09568_20210609_130000_labels.txt"
40,156,2019-06-17,"00:00:00","20190617_000000.wav","Aurignac/156/20190617_000000.wav","Aurignac/156/20190617_000000_labels.txt"
41,156,2019-06-17,"07:00:00","20190617_070000.wav","Aurignac/156/20190617_070000.wav","Aurignac/156/20190617_070000_labels.txt"
42,156,2019-06-17,"13:00:00","20190617_130000.wav","Aurignac/156/20190617_130000.wav","Aurignac/156/20190617_130000_labels.txt"
43,160,2021-06-09,"00:00:00","S4A10950_20210609_000000.wav","Aurignac/160/S4A10950_20210609_000000.wav","Aurignac/160/S4A10950_20210609_000000_labels.txt"
44,160,2021-06-09,"07:00:00","S4A10950_20210609_070000.wav","Aurignac/160/S4A10950_20210609_070000.wav","Aurignac/160/S4A10950_20210609_070000_labels.txt"
45,160,2021-06-09,"13:00:00","S4A10950_20210609_130000.wav","Aurignac/160/S4A10950_20210609_130000.wav","Aurignac/160/S4A10950_20210609_130000_labels.txt"
46,188,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/188/20200529_000000.wav","Aurignac/188/20200529_000000_labels.txt"
47,188,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/188/20200529_070000.wav","Aurignac/188/20200529_070000_labels.txt"
48,188,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/188/20200529_130000.wav","Aurignac/188/20200529_130000_labels.txt"
49,192,2020-05-27,"13:00:00","S4A09568_20200527_130000.wav","Aurignac/192/S4A09568_20200527_130000.wav","Aurignac/192/S4A09568_20200527_130000_labels.txt"
50,192,2020-05-28,"00:00:00","S4A09568_20200528_000000.wav","Aurignac/192/S4A09568_20200528_000000.wav","Aurignac/192/S4A09568_20200528_000000_labels.txt"
51,192,2020-05-28,"07:00:00","S4A09568_20200528_070000.wav","Aurignac/192/S4A09568_20200528_070000.wav","Aurignac/192/S4A09568_20200528_070000_labels.txt"
52,201,2019-04-24,"13:00:00","S4A08064_20190424_130000.wav","Aurignac/201/S4A08064_20190424_130000.wav","Aurignac/201/S4A08064_20190424_130000_labels.txt"
53,201,2019-04-25,"00:00:00","S4A08064_20190425_000000.wav","Aurignac/201/S4A08064_20190425_000000.wav","Aurignac/201/S4A08064_20190425_000000_labels.txt"
54,201,2019-04-25,"07:00:00","S4A08064_20190425_070000.wav","Aurignac/201/S4A08064_20190425_070000.wav","Aurignac/201/S4A08064_20190425_070000_labels.txt"
55,203,2019-04-21,"13:00:00","S4A08058_20190421_130000.wav","Aurignac/203/S4A08058_20190421_130000.wav","Aurignac/203/S4A08058_20190421_130000_labels.txt"
56,203,2019-04-22,"00:00:00","S4A08058_20190422_000000.wav","Aurignac/203/S4A08058_20190422_000000.wav","Aurignac/203/S4A08058_20190422_000000_labels.txt"
57,203,2019-04-22,"07:00:00","S4A08058_20190422_070000.wav","Aurignac/203/S4A08058_20190422_070000.wav","Aurignac/203/S4A08058_20190422_070000_labels.txt"
58,208,2019-06-17,"00:00:00","20190617_000000.wav","Aurignac/208/20190617_000000.wav","Aurignac/208/20190617_000000_labels.txt"
59,208,2019-06-17,"07:00:00","20190617_070000.wav","Aurignac/208/20190617_070000.wav","Aurignac/208/20190617_070000_labels.txt"
60,208,2019-06-17,"13:00:00","20190617_130000.wav","Aurignac/208/20190617_130000.wav","Aurignac/208/20190617_130000_labels.txt"
61,211,2021-06-09,"00:00:00","S4A10954_20210609_000000.wav","Aurignac/211/S4A10954_20210609_000000.wav","Aurignac/211/S4A10954_20210609_000000_labels.txt"
62,211,2021-06-09,"07:00:00","S4A10954_20210609_070000.wav","Aurignac/211/S4A10954_20210609_070000.wav","Aurignac/211/S4A10954_20210609_070000_labels.txt"
63,211,2021-06-09,"13:00:00","S4A10954_20210609_130000.wav","Aurignac/211/S4A10954_20210609_130000.wav","Aurignac/211/S4A10954_20210609_130000_labels.txt"
64,212,2021-06-09,"00:00:00","S4A10922_20210609_000000.wav","Aurignac/212/S4A10922_20210609_000000.wav","Aurignac/212/S4A10922_20210609_000000_labels.txt"
65,212,2021-06-09,"07:00:00","S4A10922_20210609_070000.wav","Aurignac/212/S4A10922_20210609_070000.wav","Aurignac/212/S4A10922_20210609_070000_labels.txt"
66,212,2021-06-09,"13:00:00","S4A10922_20210609_130000.wav","Aurignac/212/S4A10922_20210609_130000.wav","Aurignac/212/S4A10922_20210609_130000_labels.txt"
67,217,2019-06-19,"00:00:00","S4A10954_20190619_000000.wav","Aurignac/217/S4A10954_20190619_000000.wav","Aurignac/217/S4A10954_20190619_000000_labels.txt"
68,217,2019-06-19,"07:00:00","S4A10954_20190619_070000.wav","Aurignac/217/S4A10954_20190619_070000.wav","Aurignac/217/S4A10954_20190619_070000_labels.txt"
69,217,2019-06-19,"13:00:00","S4A10954_20190619_130000.wav","Aurignac/217/S4A10954_20190619_130000.wav","Aurignac/217/S4A10954_20190619_130000_labels.txt"
70,23,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/23/20200528_130000.wav","Aurignac/23/20200528_130000_labels.txt"
71,23,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/23/20200529_000000.wav","Aurignac/23/20200529_000000_labels.txt"
72,23,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/23/20200529_070000.wav","Aurignac/23/20200529_070000_labels.txt"
73,239,2020-05-29,"00:00:00","S4A10922_20200529_000000.wav","Aurignac/239/S4A10922_20200529_000000.wav","Aurignac/239/S4A10922_20200529_000000_labels.txt"
74,239,2020-05-29,"07:00:00","S4A10922_20200529_070000.wav","Aurignac/239/S4A10922_20200529_070000.wav","Aurignac/239/S4A10922_20200529_070000_labels.txt"
75,239,2020-05-29,"13:00:00","S4A10922_20200529_130000.wav","Aurignac/239/S4A10922_20200529_130000.wav","Aurignac/239/S4A10922_20200529_130000_labels.txt"
76,241,2019-06-19,"00:00:00","20190619_000000.wav","Aurignac/241/20190619_000000.wav","Aurignac/241/20190619_000000_labels.txt"
77,241,2019-06-19,"07:00:00","20190619_070000.wav","Aurignac/241/20190619_070000.wav","Aurignac/241/20190619_070000_labels.txt"
78,241,2019-06-19,"13:00:00","20190619_130000.wav","Aurignac/241/20190619_130000.wav","Aurignac/241/20190619_130000_labels.txt"
79,256,2019-05-13,"13:00:00","20190513_130000.wav","Aurignac/256/20190513_130000.wav","Aurignac/256/20190513_130000_labels.txt"
80,256,2019-05-14,"00:00:00","20190514_000000.wav","Aurignac/256/20190514_000000.wav","Aurignac/256/20190514_000000_labels.txt"
81,256,2019-05-14,"07:00:00","20190514_070000.wav","Aurignac/256/20190514_070000.wav","Aurignac/256/20190514_070000_labels.txt"
82,266,2019-06-18,"00:00:00","20190618_000000.wav","Aurignac/266/20190618_000000.wav","Aurignac/266/20190618_000000_labels.txt"
83,266,2019-06-18,"07:00:00","20190618_070000.wav","Aurignac/266/20190618_070000.wav","Aurignac/266/20190618_070000_labels.txt"
84,266,2019-06-18,"13:00:00","20190618_130000.wav","Aurignac/266/20190618_130000.wav","Aurignac/266/20190618_130000_labels.txt"
85,272,2019-06-19,"00:00:00","20190619_000000.wav","Aurignac/272/20190619_000000.wav","Aurignac/272/20190619_000000_labels.txt"
86,272,2019-06-19,"07:00:00","20190619_070000.wav","Aurignac/272/20190619_070000.wav","Aurignac/272/20190619_070000_labels.txt"
87,272,2019-06-19,"13:00:00","20190619_130000.wav","Aurignac/272/20190619_130000.wav","Aurignac/272/20190619_130000_labels.txt"
88,283,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/283/20200528_000000.wav","Aurignac/283/20200528_000000_labels.txt"
89,283,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/283/20200528_070000.wav","Aurignac/283/20200528_070000_labels.txt"
90,283,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/283/20200528_130000.wav","Aurignac/283/20200528_130000_labels.txt"
91,296,2021-05-18,"00:00:00","S4A10922_20210518_000000.wav","Aurignac/296/S4A10922_20210518_000000.wav","Aurignac/296/S4A10922_20210518_000000_labels.txt"
92,296,2021-05-18,"07:00:00","S4A10922_20210518_070000.wav","Aurignac/296/S4A10922_20210518_070000.wav","Aurignac/296/S4A10922_20210518_070000_labels.txt"
93,296,2021-05-18,"13:00:00","S4A10922_20210518_130000.wav","Aurignac/296/S4A10922_20210518_130000.wav","Aurignac/296/S4A10922_20210518_130000_labels.txt"
94,299,2019-04-22,"00:00:00","S4A08064_20190422_000000.wav","Aurignac/299/S4A08064_20190422_000000.wav","Aurignac/299/S4A08064_20190422_000000_labels.txt"
95,299,2019-04-22,"07:00:00","S4A08064_20190422_070000.wav","Aurignac/299/S4A08064_20190422_070000.wav","Aurignac/299/S4A08064_20190422_070000_labels.txt"
96,299,2019-04-22,"13:00:00","S4A08064_20190422_130000.wav","Aurignac/299/S4A08064_20190422_130000.wav","Aurignac/299/S4A08064_20190422_130000_labels.txt"
97,302,2019-06-18,"00:00:00","S4A10954_20190618_000000.wav","Aurignac/302/S4A10954_20190618_000000.wav","Aurignac/302/S4A10954_20190618_000000_labels.txt"
98,302,2019-06-18,"07:00:00","S4A10954_20190618_070000.wav","Aurignac/302/S4A10954_20190618_070000.wav","Aurignac/302/S4A10954_20190618_070000_labels.txt"
99,302,2019-06-18,"13:00:00","S4A10954_20190618_130000.wav","Aurignac/302/S4A10954_20190618_130000.wav","Aurignac/302/S4A10954_20190618_130000_labels.txt"
100,306,2019-06-18,"00:00:00","20190618_000000.wav","Aurignac/306/20190618_000000.wav","Aurignac/306/20190618_000000_labels.txt"
101,306,2019-06-18,"07:00:00","20190618_070000.wav","Aurignac/306/20190618_070000.wav","Aurignac/306/20190618_070000_labels.txt"
102,306,2019-06-18,"13:00:00","20190618_130000.wav","Aurignac/306/20190618_130000.wav","Aurignac/306/20190618_130000_labels.txt"
103,320,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/320/20200528_000000.wav","Aurignac/320/20200528_000000_labels.txt"
104,320,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/320/20200528_070000.wav","Aurignac/320/20200528_070000_labels.txt"
105,320,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/320/20200528_130000.wav","Aurignac/320/20200528_130000_labels.txt"
106,323,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/323/20200528_000000.wav","Aurignac/323/20200528_000000_labels.txt"
107,323,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/323/20200528_070000.wav","Aurignac/323/20200528_070000_labels.txt"
108,323,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/323/20200528_130000.wav","Aurignac/323/20200528_130000_labels.txt"
109,328,2019-05-22,"00:00:00","20190522_000000.wav","Aurignac/328/20190522_000000.wav","Aurignac/328/20190522_000000_labels.txt"
110,328,2019-05-22,"07:00:00","20190522_070000.wav","Aurignac/328/20190522_070000.wav","Aurignac/328/20190522_070000_labels.txt"
111,328,2019-05-22,"13:00:00","20190522_130000.wav","Aurignac/328/20190522_130000.wav","Aurignac/328/20190522_130000_labels.txt"
112,333,2021-05-18,"00:00:00","S4A10950_20210518_000000.wav","Aurignac/333/S4A10950_20210518_000000.wav","Aurignac/333/S4A10950_20210518_000000_labels.txt"
113,333,2021-05-18,"07:00:00","S4A10950_20210518_070000.wav","Aurignac/333/S4A10950_20210518_070000.wav","Aurignac/333/S4A10950_20210518_070000_labels.txt"
114,333,2021-05-18,"13:00:00","S4A10950_20210518_130000.wav","Aurignac/333/S4A10950_20210518_130000.wav","Aurignac/333/S4A10950_20210518_130000_labels.txt"
115,347,2020-05-29,"00:00:00","S4A09568_20200529_000000.wav","Aurignac/347/S4A09568_20200529_000000.wav","Aurignac/347/S4A09568_20200529_000000_labels.txt"
116,347,2020-05-29,"07:00:00","S4A09568_20200529_070000.wav","Aurignac/347/S4A09568_20200529_070000.wav","Aurignac/347/S4A09568_20200529_070000_labels.txt"
117,347,2020-05-29,"13:00:00","S4A09568_20200529_130000.wav","Aurignac/347/S4A09568_20200529_130000.wav","Aurignac/347/S4A09568_20200529_130000_labels.txt"
118,352,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/352/20200528_000000.wav","Aurignac/352/20200528_000000_labels.txt"
119,352,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/352/20200528_070000.wav","Aurignac/352/20200528_070000_labels.txt"
120,352,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/352/20200528_130000.wav","Aurignac/352/20200528_130000_labels.txt"
121,355,2020-05-28,"00:00:00","S4A10950_20200528_000000.wav","Aurignac/355/S4A10950_20200528_000000.wav","Aurignac/355/S4A10950_20200528_000000_labels.txt"
122,355,2020-05-28,"07:00:00","S4A10950_20200528_070000.wav","Aurignac/355/S4A10950_20200528_070000.wav","Aurignac/355/S4A10950_20200528_070000_labels.txt"
