"recording_id","station_id","recording_date","recording_time","file_name","recording_file_path","annotation_file_path"
123,355,2020-05-28,"13:00:00","S4A10950_20200528_130000.wav","Aurignac/355/S4A10950_20200528_130000.wav","Aurignac/355/S4A10950_20200528_130000_labels.txt"
124,386,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/386/20200528_000000.wav","Aurignac/386/20200528_000000_labels.txt"
125,386,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/386/20200528_070000.wav","Aurignac/386/20200528_070000_labels.txt"
126,386,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/386/20200528_130000.wav","Aurignac/386/20200528_130000_labels.txt"
127,396,2020-05-28,"00:00:00","S4A10954_20200528_000000.wav","Aurignac/396/S4A10954_20200528_000000.wav","Aurignac/396/S4A10954_20200528_000000_labels.txt"
128,396,2020-05-28,"07:00:00","S4A10954_20200528_070000.wav","Aurignac/396/S4A10954_20200528_070000.wav","Aurignac/396/S4A10954_20200528_070000_labels.txt"
129,396,2020-05-28,"13:00:00","S4A10954_20200528_130000.wav","Aurignac/396/S4A10954_20200528_130000.wav","Aurignac/396/S4A10954_20200528_130000_labels.txt"
130,41,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/41/20200528_130000.wav","Aurignac/41/20200528_130000_labels.txt"
131,41,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/41/20200529_000000.wav","Aurignac/41/20200529_000000_labels.txt"
132,41,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/41/20200529_070000.wav","Aurignac/41/20200529_070000_labels.txt"
133,423,2020-05-28,"00:00:00","20200528_000000.wav","Aurignac/423/20200528_000000.wav","Aurignac/423/20200528_000000_labels.txt"
134,423,2020-05-28,"07:00:00","20200528_070000.wav","Aurignac/423/20200528_070000.wav","Aurignac/423/20200528_070000_labels.txt"
135,423,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/423/20200528_130000.wav","Aurignac/423/20200528_130000_labels.txt"
136,461,2020-05-29,"00:00:00","S4A10954_20200529_000000.wav","Aurignac/461/S4A10954_20200529_000000.wav","Aurignac/461/S4A10954_20200529_000000_labels.txt"
137,461,2020-05-29,"07:00:00","S4A10954_20200529_070000.wav","Aurignac/461/S4A10954_20200529_070000.wav","Aurignac/461/S4A10954_20200529_070000_labels.txt"
138,461,2020-05-29,"13:00:00","S4A10954_20200529_130000.wav","Aurignac/461/S4A10954_20200529_130000.wav","Aurignac/461/S4A10954_20200529_130000_labels.txt"
139,496,2021-05-20,"13:00:00","S4A09568_20210520_130000.wav","Aurignac/496/S4A09568_20210520_130000.wav","Aurignac/496/S4A09568_20210520_130000_labels.txt"
140,496,2021-05-21,"00:00:00","S4A09568_20210521_000000.wav","Aurignac/496/S4A09568_20210521_000000.wav","Aurignac/496/S4A09568_20210521_000000_labels.txt"
141,496,2021-05-21,"07:00:00","S4A09568_20210521_070000.wav","Aurignac/496/S4A09568_20210521_070000.wav","Aurignac/496/S4A09568_20210521_070000_labels.txt"
142,5,2019-06-20,"00:00:00","S4A10950_20190620_000000.wav","Aurignac/5/S4A10950_20190620_000000.wav","Aurignac/5/S4A10950_20190620_000000_labels.txt"
143,5,2019-06-20,"07:00:00","S4A10950_20190620_070000.wav","Aurignac/5/S4A10950_20190620_070000.wav","Aurignac/5/S4A10950_20190620_070000_labels.txt"
144,5,2019-06-20,"13:00:00","S4A10954_20190620_130000.wav","Aurignac/5/S4A10954_20190620_130000.wav","Aurignac/5/S4A10954_20190620_130000_labels.txt"
145,507,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/507/20200529_000000.wav","Aurignac/507/20200529_000000_labels.txt"
146,507,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/507/20200529_070000.wav","Aurignac/507/20200529_070000_labels.txt"
147,507,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/507/20200529_130000.wav","Aurignac/507/20200529_130000_labels.txt"
148,533,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/533/20200529_000000.wav","Aurignac/533/20200529_000000_labels.txt"
149,533,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/533/20200529_070000.wav","Aurignac/533/20200529_070000_labels.txt"
150,533,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/533/20200529_130000.wav","Aurignac/533/20200529_130000_labels.txt"
151,539,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/539/20200529_000000.wav","Aurignac/539/20200529_000000_labels.txt"
152,539,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/539/20200529_070000.wav","Aurignac/539/20200529_070000_labels.txt"
153,539,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/539/20200529_130000.wav","Aurignac/539/20200529_130000_labels.txt"
154,566,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/566/20200529_000000.wav","Aurignac/566/20200529_000000_labels.txt"
155,566,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/566/20200529_070000.wav","Aurignac/566/20200529_070000_labels.txt"
156,566,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/566/20200529_130000.wav","Aurignac/566/20200529_130000_labels.txt"
157,590,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/590/20200529_000000.wav","Aurignac/590/20200529_000000_labels.txt"
158,590,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/590/20200529_070000.wav","Aurignac/590/20200529_070000_labels.txt"
159,590,2020-05-29,"13:00:00","20200529_130000.wav","Aurignac/590/20200529_130000.wav","Aurignac/590/20200529_130000_labels.txt"
160,61,2019-06-18,"00:00:00","S4A10950_20190618_000000.wav","Aurignac/61/S4A10950_20190618_000000.wav","Aurignac/61/S4A10950_20190618_000000_labels.txt"
161,61,2019-06-18,"07:00:00","S4A10950_20190618_070000.wav","Aurignac/61/S4A10950_20190618_070000.wav","Aurignac/61/S4A10950_20190618_070000_labels.txt"
162,61,2019-06-18,"13:00:00","S4A10950_20190618_130000.wav","Aurignac/61/S4A10950_20190618_130000.wav","Aurignac/61/S4A10950_20190618_130000_labels.txt"
163,615,2020-05-29,"00:00:00","S4A10950_20200529_000000.wav","Aurignac/615/S4A10950_20200529_000000.wav","Aurignac/615/S4A10950_20200529_000000_labels.txt"
164,615,2020-05-29,"07:00:00","S4A10950_20200529_070000.wav","Aurignac/615/S4A10950_20200529_070000.wav","Aurignac/615/S4A10950_20200529_070000_labels.txt"
165,615,2020-05-29,"13:00:00","S4A10950_20200529_130000.wav","Aurignac/615/S4A10950_20200529_130000.wav","Aurignac/615/S4A10950_20200529_130000_labels.txt"
166,66,2019-06-19,"00:00:00","S4A10950_20190619_000000.wav","Aurignac/66/S4A10950_20190619_000000.wav","Aurignac/66/S4A10950_20190619_000000_labels.txt"
167,66,2019-06-19,"07:00:00","S4A10950_20190619_070000.wav","Aurignac/66/S4A10950_20190619_070000.wav","Aurignac/66/S4A10950_20190619_070000_labels.txt"
168,66,2019-06-19,"13:00:00","S4A10950_20190619_130000.wav","Aurignac/66/S4A10950_20190619_130000.wav","Aurignac/66/S4A10950_20190619_130000_labels.txt"
169,8,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/8/20200528_130000.wav","Aurignac/8/20200528_130000_labels.txt"
170,8,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/8/20200529_000000.wav","Aurignac/8/20200529_000000_labels.txt"
171,8,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/8/20200529_070000.wav","Aurignac/8/20200529_070000_labels.txt"
172,85,2019-06-20,"00:00:00","20190620_000000.wav","Aurignac/85/20190620_000000.wav","Aurignac/85/20190620_000000_labels.txt"
173,85,2019-06-20,"07:00:00","20190620_070000.wav","Aurignac/85/20190620_070000.wav","Aurignac/85/20190620_070000_labels.txt"
174,85,2019-06-20,"13:00:00","20190620_130000.wav","Aurignac/85/20190620_130000.wav","Aurignac/85/20190620_130000_labels.txt"
175,91,2020-05-28,"13:00:00","20200528_130000.wav","Aurignac/91/20200528_130000.wav","Aurignac/91/20200528_130000_labels.txt"
176,91,2020-05-29,"00:00:00","20200529_000000.wav","Aurignac/91/20200529_000000.wav","Aurignac/91/20200529_000000_labels.txt"
177,91,2020-05-29,"07:00:00","20200529_070000.wav","Aurignac/91/20200529_070000.wav","Aurignac/91/20200529_070000_labels.txt"
178,96,2019-04-23,"13:00:00","S4A08058_20190423_130000.wav","Aurignac/96/S4A08058_20190423_130000.wav","Aurignac/96/S4A08058_20190423_130000_labels.txt"
179,96,2019-04-24,"00:00:00","S4A08058_20190424_000000.wav","Aurignac/96/S4A08058_20190424_000000.wav","Aurignac/96/S4A08058_20190424_000000_labels.txt"
180,96,2019-04-24,"07:00:00","S4A08058_20190424_070000.wav","Aurignac/96/S4A08058_20190424_070000.wav","Aurignac/96/S4A08058_20190424_070000_labels.txt"
181,1001,2022-06-03,"00:00:00","SMM00803_20220603_000000.wav","Sites démonstrateurs/1001/SMM00803_20220603_000000.wav","Sites démonstrateurs/1001/SMM00803_20220603_000000_labels.txt"
182,1001,2022-06-03,"07:00:00","SMM00803_20220603_070000.wav","Sites démonstrateurs/1001/SMM00803_20220603_070000.wav","Sites démonstrateurs/1001/SMM00803_20220603_070000_labels.txt"
183,1001,2022-06-03,"13:00:00","SMM00803_20220603_130000.wav","Sites démonstrateurs/1001/SMM00803_20220603_130000.wav","Sites démonstrateurs/1001/SMM00803_20220603_130000_labels.txt"
184,1002,2022-06-15,"00:00:00","SMM00674_20220615_000000.wav","Sites démonstrateurs/1002/SMM00674_20220615_000000.wav","Sites démonstrateurs/1002/SMM00674_20220615_000000_labels.txt"
185,1002,2022-06-15,"07:00:00","SMM00674_20220615_070000.wav","Sites démonstrateurs/1002/SMM00674_20220615_070000.wav","Sites démonstrateurs/1002/SMM00674_20220615_070000_labels.txt"
186,1002,2022-06-15,"13:00:00","SMM00674_20220615_130000.wav","Sites démonstrateurs/1002/SMM00674_20220615_130000.wav","Sites démonstrateurs/1002/SMM00674_20220615_130000_labels.txt"
187,1003,2022-06-17,"00:00:00","SMM00685_20220617_000000.wav","Sites démonstrateurs/1003/SMM00685_20220617_000000.wav","Sites démonstrateurs/1003/SMM00685_20220617_000000_labels.txt"
188,1003,2022-06-17,"07:00:00","SMM00685_20220617_070000.wav","Sites démonstrateurs/1003/SMM00685_20220617_070000.wav","Sites démonstrateurs/1003/SMM00685_20220617_070000_labels.txt"
189,1003,2022-06-17,"13:00:00","SMM00685_20220617_130000.wav","Sites démonstrateurs/1003/SMM00685_20220617_130000.wav","Sites démonstrateurs/1003/SMM00685_20220617_130000_labels.txt"
190,2001,2022-05-22,"00:00:00","SMA06988_20220522_235702.wav","SpatialTreeP/2001/SMA06988_20220522_235702.wav","SpatialTreeP/2001/SMA06988_20220522_235702_labels.txt"
191,2001,2022-05-23,"07:00:00","SMA06988_20220523_065702.wav","SpatialTreeP/2001/SMA06988_20220523_065702.wav","SpatialTreeP/2001/SMA06988_20220523_065702_labels.txt"
192,2001,2022-05-23,"13:00:00","SMA06988_20220523_125702.wav","SpatialTreeP/2001/SMA06988_20220523_125702.wav","SpatialTreeP/2001/SMA06988_20220523_125702_labels.txt"
193,2002,2022-05-21,"00:00:00","SMA07142_20220521_235402.wav","SpatialTreeP/2002/SMA07142_20220521_235402.wav","SpatialTreeP/2002/SMA07142_20220521_235402_labels.txt"
194,2002,2022-05-22,"07:00:00","SMA07142_20220522_065402.wav","SpatialTreeP/2002/SMA07142_20220522_065402.wav","SpatialTreeP/2002/SMA07142_20220522_065402_labels.txt"
195,2002,2022-05-22,"13:00:00","SMA07142_20220522_125402.wav","SpatialTreeP/2002/SMA07142_20220522_125402.wav","SpatialTreeP/2002/SMA07142_20220522_125402_labels.txt"
196,2003,2022-06-21,"00:00:00","SMA04564_20220621_235802.wav","SpatialTreeP/2003/SMA04564_20220621_235802.wav","SpatialTreeP/2003/SMA04564_20220621_235802_labels.txt"
197,2003,2022-06-22,"07:00:00","SMA04564_20220622_065802.wav","SpatialTreeP/2003/SMA04564_20220622_065802.wav","SpatialTreeP/2003/SMA04564_20220622_065802_labels.txt"
198,2003,2022-06-22,"13:00:00","SMA04564_20220622_125802.wav","SpatialTreeP/2003/SMA04564_20220622_125802.wav","SpatialTreeP/2003/SMA04564_20220622_125802_labels.txt"
199,2004,2022-06-16,"00:00:00","SMA06989_20220616_235202.wav","SpatialTreeP/2004/SMA06989_20220616_235202.wav","SpatialTreeP/2004/SMA06989_20220616_235202_labels.txt"
200,2004,2022-06-17,"07:00:00","SMA06989_20220617_065202.wav","SpatialTreeP/2004/SMA06989_20220617_065202.wav","SpatialTreeP/2004/SMA06989_20220617_065202_labels.txt"
201,2004,2022-06-17,"13:00:00","SMA06989_20220617_125202.wav","SpatialTreeP/2004/SMA06989_20220617_125202.wav","SpatialTreeP/2004/SMA06989_20220617_125202_labels.txt"
202,2005,2022-06-15,"00:00:00","SMA04559_20220615_000702.wav","SpatialTreeP/2005/SMA04559_20220615_000702.wav","SpatialTreeP/2005/SMA04559_20220615_000702_labels.txt"
203,2005,2022-06-15,"07:00:00","SMA04559_20220615_070702.wav","SpatialTreeP/2005/SMA04559_20220615_070702.wav","SpatialTreeP/2005/SMA04559_20220615_070702_labels.txt"
204,2005,2022-06-15,"13:00:00","SMA04559_20220615_130702.wav","SpatialTreeP/2005/SMA04559_20220615_130702.wav","SpatialTreeP/2005/SMA04559_20220615_130702_labels.txt"
205,2006,2022-06-28,"00:00:00","SMA05810_20220628_000602.wav","SpatialTreeP/2006/SMA05810_20220628_000602.wav","SpatialTreeP/2006/SMA05810_20220628_000602_labels.txt"
206,2006,2022-06-28,"07:00:00","SMA05810_20220628_070602.wav","SpatialTreeP/2006/SMA05810_20220628_070602.wav","SpatialTreeP/2006/SMA05810_20220628_070602_labels.txt"
207,2006,2022-06-28,"13:00:00","SMA05810_20220628_130602.wav","SpatialTreeP/2006/SMA05810_20220628_130602.wav","SpatialTreeP/2006/SMA05810_20220628_130602_labels.txt"
208,2007,2022-05-31,"00:00:00","SMA07134_20220531_235802.wav","SpatialTreeP/2007/SMA07134_20220531_235802.wav","SpatialTreeP/2007/SMA07134_20220531_235802_labels.txt"
209,2007,2022-06-01,"07:00:00","SMA07134_20220601_065802.wav","SpatialTreeP/2007/SMA07134_20220601_065802.wav","SpatialTreeP/2007/SMA07134_20220601_065802_labels.txt"
210,2007,2022-06-01,"13:00:00","SMA07134_20220601_125802.wav","SpatialTreeP/2007/SMA07134_20220601_125802.wav","SpatialTreeP/2007/SMA07134_20220601_125802_labels.txt"
211,2008,2022-07-07,"00:00:00","SMA06988_20220707_000902.wav","SpatialTreeP/2008/SMA06988_20220707_000902.wav","SpatialTreeP/2008/SMA06988_20220707_000902_labels.txt"
212,2008,2022-07-07,"07:00:00","SMA06988_20220707_070902.wav","SpatialTreeP/2008/SMA06988_20220707_070902.wav","SpatialTreeP/2008/SMA06988_20220707_070902_labels.txt"
213,2008,2022-07-07,"13:00:00","SMA06988_20220707_130902.wav","SpatialTreeP/2008/SMA06988_20220707_130902.wav","SpatialTreeP/2008/SMA06988_20220707_130902_labels.txt"
214,2009,2022-06-11,"00:00:00","SMA05744_20220611_235402.wav","SpatialTreeP/2009/SMA05744_20220611_235402.wav","SpatialTreeP/2009/SMA05744_20220611_235402_labels.txt"
215,2009,2022-06-12,"07:00:00","SMA05744_20220612_065451.wav","SpatialTreeP/2009/SMA05744_20220612_065451.wav","SpatialTreeP/2009/SMA05744_20220612_065451_labels.txt"
216,2009,2022-06-12,"13:00:00","SMA05744_20220612_125402.wav","SpatialTreeP/2009/SMA05744_20220612_125402.wav","SpatialTreeP/2009/SMA05744_20220612_125402_labels.txt"
217,2010,2022-06-28,"00:00:00","SMA04559_20220628_234602.wav","SpatialTreeP/2010/SMA04559_20220628_234602.wav","SpatialTreeP/2010/SMA04559_20220628_234602_labels.txt"
218,2010,2022-06-29,"07:00:00","SMA04559_20220629_064602.wav","SpatialTreeP/2010/SMA04559_20220629_064602.wav","SpatialTreeP/2010/SMA04559_20220629_064602_labels.txt"
219,2010,2022-06-29,"13:00:00","SMA04559_20220629_124602.wav","SpatialTreeP/2010/SMA04559_20220629_124602.wav","SpatialTreeP/2010/SMA04559_20220629_124602_labels.txt"
220,2011,2022-06-13,"00:00:00","SMA07142_20220613_000702.wav","SpatialTreeP/2011/SMA07142_20220613_000702.wav","SpatialTreeP/2011/SMA07142_20220613_000702_labels.txt"
221,2011,2022-06-13,"07:00:00","SMA07142_20220613_070702.wav","SpatialTreeP/2011/SMA07142_20220613_070702.wav","SpatialTreeP/2011/SMA07142_20220613_070702_labels.txt"
222,2011,2022-06-13,"13:00:00","SMA07142_20220613_130702.wav","SpatialTreeP/2011/SMA07142_20220613_130702.wav","SpatialTreeP/2011/SMA07142_20220613_130702_labels.txt"
223,2012,2022-07-05,"00:00:00","SMA06936_20220705_235202.wav","SpatialTreeP/2012/SMA06936_20220705_235202.wav","SpatialTreeP/2012/SMA06936_20220705_235202_labels.txt"
224,2012,2022-07-06,"07:00:00","SMA06936_20220706_065202.wav","SpatialTreeP/2012/SMA06936_20220706_065202.wav","SpatialTreeP/2012/SMA06936_20220706_065202_labels.txt"
225,2012,2022-07-06,"13:00:00","SMA06936_20220706_125202.wav","SpatialTreeP/2012/SMA06936_20220706_125202.wav","SpatialTreeP/2012/SMA06936_20220706_125202_labels.txt"
226,2013,2022-05-22,"00:00:00","SMA05810_20220522_234702.wav","SpatialTreeP/2013/SMA05810_20220522_234702.wav","SpatialTreeP/2013/SMA05810_20220522_234702_labels.txt"
227,2013,2022-05-23,"07:00:00","SMA05810_20220523_064702.wav","SpatialTreeP/2013/SMA05810_20220523_064702.wav","SpatialTreeP/2013/SMA05810_20220523_064702_labels.txt"
228,2013,2022-05-23,"13:00:00","SMA05810_20220523_124702.wav","SpatialTreeP/2013/SMA05810_20220523_124702.wav","SpatialTreeP/2013/SMA05810_20220523_124702_labels.txt"
229,2014,2022-06-23,"00:00:00","SMA04559_20220623_000902.wav","SpatialTreeP/2014/SMA04559_20220623_000902.wav","SpatialTreeP/2014/SMA04559_20220623_000902_labels.txt"
230,2014,2022-06-23,"07:00:00","SMA04559_20220623_070902.wav","SpatialTreeP/2014/SMA04559_20220623_070902.wav","SpatialTreeP/2014/SMA04559_20220623_070902_labels.txt"
231,2014,2022-06-23,"13:00:00","SMA04559_20220623_130902.wav","SpatialTreeP/2014/SMA04559_20220623_130902.wav","SpatialTreeP/2014/SMA04559_20220623_130902_labels.txt"
232,2015,2022-06-02,"00:00:00","SMA06989_20220602_234802.wav","SpatialTreeP/2015/SMA06989_20220602_234802.wav","SpatialTreeP/2015/SMA06989_20220602_234802_labels.txt"
233,2015,2022-06-03,"07:00:00","SMA06989_20220603_064802.wav","SpatialTreeP/2015/SMA06989_20220603_064802.wav","SpatialTreeP/2015/SMA06989_20220603_064802_labels.txt"
234,2015,2022-06-03,"13:00:00","SMA06989_20220603_124802.wav","SpatialTreeP/2015/SMA06989_20220603_124802.wav","SpatialTreeP/2015/SMA06989_20220603_124802_labels.txt"
235,2016,2022-06-28,"00:00:00","SMA06992_20220628_235302.wav","SpatialTreeP/2016/SMA06992_20220628_235302.wav","SpatialTreeP/2016/SMA06992_20220628_235302_labels.txt"
236,2016,2022-06-29,"07:00:00","SMA06992_20220629_065302.wav","SpatialTreeP/2016/SMA06992_20220629_065302.wav","SpatialTreeP/2016/SMA06992_20220629_065302_labels.txt"
237,2016,2022-06-29,"13:00:00","SMA06992_20220629_125302.wav","SpatialTreeP/2016/SMA06992_20220629_125302.wav","SpatialTreeP/2016/SMA06992_20220629_125302_labels.txt"
